IDS	QUESTIONS	ANSWER	AUDIO	INFO	CLUE	THEME	SUBTYPE	LEVEL	SEQ	TYPE	PERSON	TENSE	COMMENT	0	dedupeExact		dedupeVague															
3813	And what did you do?	¿y tú, qué hiciste?	SL0375			listen		A1	3499																							
3814	the black tax is available	el taxi negro está disponible	SL0376			listen		A0	3500																							
3815	do it immediately. You don't have much time	hazlo inmediatamente. ya no tienes mucho tiempo	SL0377			listen		A1	3501																							
3816	I will invite my friends as well as my family.	invitaré a mis amigos así como a mi familia.	SL0378			listen		A1	3502																							
3817	we are asking for the address and the price	estamos pidiendo la dirección y el precio	SL0379			listen		A1	3503																							
3818	a long time ago when I was young 	hace mucho tiempo cuando fui joven 	SL0380			listen		A1	3504																							
3819	I spent Saturday with my friends	pasé el sábado con mis amigos	SL0381			listen		A1	3505																							
3820	they have eaten everything on their plates	han comido todo sobre sus platos	SL0382			listen		A1	3506																							
3821	above or below that window?	¿Por encima o por debajo de esa ventana?	SL0383			listen		A0	3507																							
3822	I do the same thing every morning	hago la misma cosa cada mañana	SL0384			listen		A1	3508																							
3823	I like to travel at least once a year	me gusta viajar al menos una vez cada año	SL0385			listen		A1	3509																							
3824	either this or that. I don't mind	esto o aquello. No me importa.	SL0386			listen		A1	3510																							
3825	I can ask him for you if you want	puedo preguntarle para tí si quieres	SL0387			listen		A1	3511																							
3826	amigos: you used to eat cheap food but now I see.	comíais la comida barata pero ahora veo…	SL0388			listen		A1	3512																							
3827	they were feeling lost when this man told them the way	se sentían perdidos cuando este hombre les indicó el camino	SL0389			listen		A1	3513																							
3828	when you talk to her try to listen too!	cuando hables con ella trata escucharla también!	SL0390	subjunctive because of the cuando		listen		A1	3514																							
3829	they went every time it was raining	iban cada vez que estaba lloviendo	SL0391	imperfect because it was a habitual or frequent event		listen		A1	3515																							
3830	Are you busy? When can I visit?	¿estás ocupado? ¿cuándo puedo visitar?	SL0392			listen		A1	3516																							
3831	eat! you will not have the opportunity tomorrow	coma! no tendrás la oportunidad mañana	SL0393			listen		A1	3517																							
3832	I understand but I don't say anything	entiendo pero no digo nada	SL0394			listen		A1	3518																							
3833	a little less for me	un poco menos para mi	SL0395			listen		A1	3519																							
3834	niños: you are very intelligent	sois muy inteligentes	SL0396			listen		A1	3520																							
3835	I live in Mexico for two months every year	vivo en Mexico por dos meses cada año	SL0397			listen		A1	3521																							
3836	I lose my keys frequently.	pierdo mis llaves frequentamente.	SL0398			listen		A1	3522																							
3837	I would eat the food if it tasted better	comería la comida si supiera mejor.	SL0399	literally: I WOULD eat the food if it WOULD taste better		listen		A1	3523																							
3838	Are you following me? I hope not because I'm lost.	¿estás siguiendome? espero no porque estoy perdido.	SL0400			listen		A1	3524																							
3839	when can I see you?	¿cuándo puedo verte?	SL0401			listen		A1	3525																							
3840	the party was fun	la fiesta fue divertida	SL0402			listen		A1	3526																							
3841	It's finally here. I've waited for a long time.	por fin está aquí. he esperado por mucho tiempo	SL0403			listen		A1	3527																							
3842	children - eat! you should be leaving for school	¡Niños comed! deberíais irse a la escuela.	SL0404			listen		A1	3528																							
3843	I find their attitude confusing	encuentro su actitud confusa	SL0405			listen		A1	3529																							
3844	amigo: don't go alone! it is not safe.	¡no vayas solo! no es seguro.	SL0406			listen		A1	3530																							
3845	you want to do that? are you sure?	quieres hacer eso? ¿estás seguro?	SL0407			listen		A1	3531																							
3846	they would eat something different every day	comerían algo diferente todos los días	SL0408			listen		A1	3532																							
3847	unfortunately they are unbelievably stupid	desafortunadamente son incréiblemente estupidos	SL0409			listen		A1	3533																							
3848	about eleven possibly twelve	aproximadamente once possiblemente doce	SL0410			listen		A1	3534																							
3849	you used to go but now you don't. what changed? (pp)	ibais pero ahora no.  ¿qué ha cambiado?	SL0411			listen		A1	3535																							
3850	do you live there with your family or alone?	vives allí con tu familia o solo	SL0412			listen		A1	3536																							
3851	What's the weather like today?	¿Qué tiempo hace hoy?	SC0164		q t h h	compose		A1	3537																							
3852	What's your house like?	¿Cómo es tu casa?	SC0165		c e t c	compose		A1	3538																							
3853	What do you do on weekends?	¿Qué haces los fines de semana?	SC0166		q h   l f d s	compose		A1	3539																							
3854	Hello, how are you?	Hola, ¿cómo estás?	SC0167		h    c e	compose		A1	3540																							
3855	amigo: Describe this, please.	¡Describe esto, por favor!	SC0169		d e, pf	compose		A1	3542																							
3856	Let's practice. I'm the waiter.	Vamos a practicar. Soy el camarero	SC0170		v a p. s e c	compose		A1	3543																							
3857	Very well! We're done. Thank you.	¡Muy bien! Terminamos. Gracias.	SC0171		m b. t. g	compose		A1	3544																							
3858	Good morning, what would you like to drink?	Buenos días, ¿qué quieres tomar?	SC0172		b d, q q t	compose		A1	3545																							
3859	I'd like a coffee, please. (idiomatic)	Quiero un café, por favor.	SC0173	me gustaría un café or quisiera un café would be more polite. But this translation is correct because it is used in Spanish speaking countries as a shorthand::The por favor makes it polite enough	Q u c p f 	compose		A1	3546																							
3860	Anything else?	¿Algo más?	SC0174		A m 	compose		A1	3547																							
3861	No, thank you. How much is it?	No, gracias. ¿Cuánto es?	SC0175		N g C e 	compose		A1	3548																							
3862	In the picture, there's a family.	En la imagen hay una familia	SC0176		E l i h u f 	compose		A1	3549																							
3863	The mother is wearing a red dress.	La madre lleva un vestido rojo	SC0177		L m l u v r 	compose		A1	3550																							
3864	The child is playing with a dog.	El niño juega con un perro	SC0178		E n j c u p 	compose		A1	3551																							
3865	amigo: say your name, age, nationality, and something you like.	Di tu nombre, edad, nacionalidad, y algo que te gusta	SC0179	Di = familiar singular (tu) imperative form of decir::the formal version would be “diga”	D t n e n y a q t g 	compose		A1	3552																							
3866	Say yes!	¡De que sí!	SC0180	De = “of” in this case::the expression is both idiomatic and highly compressed	D q s 	compose		A1	3553																							
3867	Tell me!	¡diga me!	SC0181		d m 	compose		A1	3554																							
3868	Give the book to Maria.	Di el libro a María	SC0182		D e l a M 	compose		A1	3555																							
3869	Where do you live?	dónde vives	SC0183		d v 	compose		A1	3556																							
3870	What do you like to do?	qué te gusta hacer	SC0184		q t g h 	compose		A1	3557																							
